id,dataset,split,image_path,question,correct_answer,question_type,option_a,option_b,option_c,option_d,correct_label,language,options
pathvqa_031096,pathvqa,test,pathvqa_031096.jpg,where is this?,oral,Where,testicle,maybe,no,oral,D,english,A) testicle B) maybe C) no D) oral
pathvqa_031101,pathvqa,test,pathvqa_031101.jpg,is oral present?,yes,Yes/No,Irregular,yes,blood vessels,brain,B,english,A) Irregular B) yes C) blood vessels D) brain
pathvqa_031139,pathvqa,test,pathvqa_031139.jpg,does myoma lesion show epulis fissuratum?,no,Yes/No,no,spleen,hematologic,optic nerve,A,english,A) no B) spleen C) hematologic D) optic nerve
pathvqa_031145,pathvqa,test,pathvqa_031145.jpg,does this image show compound nevus?,yes,Yes/No,yes,hematologic,Yes,Lung,A,english,A) yes B) hematologic C) Yes D) Lung
pathvqa_031158,pathvqa,test,pathvqa_031158.jpg,where is this?,oral,Where,oral,no,endocrine system,Heart,A,english,A) oral B) no C) endocrine system D) Heart
pathvqa_031173,pathvqa,test,pathvqa_031173.jpg,is nuclear change present?,no,Yes/No,gastrointestinal system,no,pancreas,yes,B,english,A) gastrointestinal system B) no C) pancreas D) yes
pathvqa_031180,pathvqa,test,pathvqa_031180.jpg,is subependymal giant cell astrocytoma present?,no,Yes/No,no,sternal wires,yes,Liver,A,english,A) no B) sternal wires C) yes D) Liver
pathvqa_031186,pathvqa,test,pathvqa_031186.jpg,what is present?,oral,What,Upper Right,nervous,no,oral,D,english,A) Upper Right B) nervous C) no D) oral
pathvqa_031210,pathvqa,test,pathvqa_031210.jpg,is oral present?,yes,Yes/No,yes,3,a large and tan mass,Left,A,english,A) yes B) 3 C) a large and tan mass D) Left
pathvqa_031214,pathvqa,test,pathvqa_031214.jpg,does this image show necrotizing sialometaplasia?,yes,Yes/No,Black,yes,no,right frontal lobe,B,english,A) Black B) yes C) no D) right frontal lobe
pathvqa_031215,pathvqa,test,pathvqa_031215.jpg,"is c, x-ray crystallography and infra-red spectroscopy involved in the pathogenesis of cardiac oedema?",no,Yes/No,due to acetaminophen toxicity,no,Both Lung,"Treat brain diseases promptly, keep healthy",B,english,"A) due to acetaminophen toxicity B) no C) Both Lung D) Treat brain diseases promptly, keep healthy"
pathvqa_031234,pathvqa,test,pathvqa_031234.jpg,is normal ovary present?,no,Yes/No,new virions,the areas of white chalky deposits,oral,no,D,english,A) new virions B) the areas of white chalky deposits C) oral D) no
pathvqa_031240,pathvqa,test,pathvqa_031240.jpg,what is present?,oral,What,no,oral,Lung,No,B,english,A) no B) oral C) Lung D) No
pathvqa_031252,pathvqa,test,pathvqa_031252.jpg,where is this?,oral,Where,brain,yes,pituitary,oral,D,english,A) brain B) yes C) pituitary D) oral
pathvqa_031259,pathvqa,test,pathvqa_031259.jpg,where is this?,oral,Where,yes,large lipid vacuoles with peripherally displaced nuclei,oral,0,C,english,A) yes B) large lipid vacuoles with peripherally displaced nuclei C) oral D) 0
pathvqa_031274,pathvqa,test,pathvqa_031274.jpg,is all the fat necrosis present?,no,Yes/No,no,Chest,burkitts lymphoma,blastic,A,english,A) no B) Chest C) burkitts lymphoma D) blastic
pathvqa_031275,pathvqa,test,pathvqa_031275.jpg,where is this?,oral,Where,No,yes,oral,umbilical cord,C,english,A) No B) yes C) oral D) umbilical cord
pathvqa_031283,pathvqa,test,pathvqa_031283.jpg,where is this?,oral,Where,yes,extra-axial and at the right choroidal fissure,oral,Yes,C,english,A) yes B) extra-axial and at the right choroidal fissure C) oral D) Yes
pathvqa_031289,pathvqa,test,pathvqa_031289.jpg,is di george syndrome present?,no,Yes/No,Irregular,due to disseminated intravascular coagulation dic,yes,no,D,english,A) Irregular B) due to disseminated intravascular coagulation dic C) yes D) no
pathvqa_031304,pathvqa,test,pathvqa_031304.jpg,does the periphery show marked degeneration and necrosis of hepatocytes accompanied by haemorrhage while the peripheral zone shows mild fatty change of liver cells?,no,Yes/No,no,Upper Left Lobe,2,endocrine system,A,english,A) no B) Upper Left Lobe C) 2 D) endocrine system
pathvqa_031305,pathvqa,test,pathvqa_031305.jpg,is female reproductive present?,no,Yes/No,no,No,abdomen,yes,A,english,A) no B) No C) abdomen D) yes
pathvqa_031316,pathvqa,test,pathvqa_031316.jpg,does this image show severe abrasion?,yes,Yes/No,No,no,yes,coronary,C,english,A) No B) no C) yes D) coronary
pathvqa_031320,pathvqa,test,pathvqa_031320.jpg,is palmar crease normal present?,no,Yes/No,Yes,yes,no,Chest,C,english,A) Yes B) yes C) no D) Chest
pathvqa_031335,pathvqa,test,pathvqa_031335.jpg,does this image show intraosseous mucoepidermoid carcinoma?,yes,Yes/No,Lung,thymus,yes,no,C,english,A) Lung B) thymus C) yes D) no
pathvqa_031345,pathvqa,test,pathvqa_031345.jpg,what is present?,oral,What,chest and abdomen slide shows opened chest with two hearts,thorax,oral,no,C,english,A) chest and abdomen slide shows opened chest with two hearts B) thorax C) oral D) no
pathvqa_031377,pathvqa,test,pathvqa_031377.jpg,is oral present?,yes,Yes/No,yes,Yes,respiratory,gastrointestinal,A,english,A) yes B) Yes C) respiratory D) gastrointestinal
pathvqa_031392,pathvqa,test,pathvqa_031392.jpg,is oral present?,yes,Yes/No,brain,no,yes,marfans syndrome,C,english,A) brain B) no C) yes D) marfans syndrome
pathvqa_031400,pathvqa,test,pathvqa_031400.jpg,is oral present?,yes,Yes/No,no,yes,no,lesion,B,english,A) no B) yes C) no D) lesion
pathvqa_031401,pathvqa,test,pathvqa_031401.jpg,is di george syndrome present?,no,Yes/No,yes,calcifications,no,yes,C,english,A) yes B) calcifications C) no D) yes
pathvqa_031409,pathvqa,test,pathvqa_031409.jpg,what does this image show?,adenocarcinoma,What,adenocarcinoma,Right,cardiovascular,Kidney,A,english,A) adenocarcinoma B) Right C) cardiovascular D) Kidney
pathvqa_031410,pathvqa,test,pathvqa_031410.jpg,"does this image show adenocarcinoma, head of pancreas?",yes,Yes/No,irregular,vasculitis rocky mountain,external view of bilateral cystic ovarian tumors with uterus slide labeled cystadenocarcinoma malignancy,yes,D,english,A) irregular B) vasculitis rocky mountain C) external view of bilateral cystic ovarian tumors with uterus slide labeled cystadenocarcinoma malignancy D) yes
pathvqa_031411,pathvqa,test,pathvqa_031411.jpg,"does stress show adenocarcinoma, head of pancreas?",no,Yes/No,yes,no,No,due to diabetes mellitus,B,english,A) yes B) no C) No D) due to diabetes mellitus
pathvqa_031412,pathvqa,test,pathvqa_031412.jpg,what does this image show?,adenocarcinoma,What,yes,Liver,0,adenocarcinoma,D,english,A) yes B) Liver C) 0 D) adenocarcinoma
pathvqa_031428,pathvqa,test,pathvqa_031428.jpg,does mucicarmine show acute pancreatitis?,no,Yes/No,brain,0,2,no,D,english,A) brain B) 0 C) 2 D) no
pathvqa_031438,pathvqa,test,pathvqa_031438.jpg,"why does this image show pancreas, thrombi and hemorrhage?",due to disseminated intravascular coagulation dic,Object/Condition presence,due to disseminated intravascular coagulation dic,primary sclerosing cholangitis,yes,no,A,english,A) due to disseminated intravascular coagulation dic B) primary sclerosing cholangitis C) yes D) no
pathvqa_031510,pathvqa,test,pathvqa_031510.jpg,is pancreas present?,yes,Yes/No,gastrointestinal,No,yes,three,C,english,A) gastrointestinal B) No C) yes D) three
pathvqa_031512,pathvqa,test,pathvqa_031512.jpg,where is this?,pancreas,Where,in the red pulp,pancreas,by immunofluorescence,Head,B,english,A) in the red pulp B) pancreas C) by immunofluorescence D) Head
pathvqa_031520,pathvqa,test,pathvqa_031520.jpg,where is this?,pancreas,Where,presence of numerous arthrospores and hyphae,Left,pancreas,hematologic,C,english,A) presence of numerous arthrospores and hyphae B) Left C) pancreas D) hematologic
pathvqa_031528,pathvqa,test,pathvqa_031528.jpg,where is this?,pancreas,Where,2,Lung,pancreas,Lung,C,english,A) 2 B) Lung C) pancreas D) Lung
pathvqa_031535,pathvqa,test,pathvqa_031535.jpg,does this image show normal lung?,yes,Yes/No,0,no,adrenal,yes,D,english,A) 0 B) no C) adrenal D) yes
pathvqa_031539,pathvqa,test,pathvqa_031539.jpg,where is this?,lung,Where,no,no,yes,lung,D,english,A) no B) no C) yes D) lung
pathvqa_031541,pathvqa,test,pathvqa_031541.jpg,"how does this image show hilar lymph nodes, nodular sclerosing hodgkins disease and diffuse alveolar damage?",with hemorrhagic pneumonia,How,endocrine system,with hemorrhagic pneumonia,gastrointestinal,"Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor",B,english,"A) endocrine system B) with hemorrhagic pneumonia C) gastrointestinal D) Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor"
pathvqa_031546,pathvqa,test,pathvqa_031546.jpg,"how many antitrypsin does this image show lung, emphysema and bronchial hemorrhage, alpha-deficiency?",1,How much/many,due syringomyelia,1,inner,joints,B,english,A) due syringomyelia B) 1 C) inner D) joints
pathvqa_031554,pathvqa,test,pathvqa_031554.jpg,where is this?,lung,Where,No,Trachea,endocrine system,lung,D,english,A) No B) Trachea C) endocrine system D) lung
pathvqa_031577,pathvqa,test,pathvqa_031577.jpg,is this myoma present?,no,Yes/No,vasculature,heart,no,No,C,english,A) vasculature B) heart C) no D) No
pathvqa_031603,pathvqa,test,pathvqa_031603.jpg,what does this image show?,lung,What,yes,lung,endocrine,close-up view excellent primary in mediastinum,B,english,A) yes B) lung C) endocrine D) close-up view excellent primary in mediastinum
pathvqa_031616,pathvqa,test,pathvqa_031616.jpg,what are the lesions predominantly seen in?,lymph nodes and throughout lung parenchyma,What,yes,leukoplakia vocal cord,immature,lymph nodes and throughout lung parenchyma,D,english,A) yes B) leukoplakia vocal cord C) immature D) lymph nodes and throughout lung parenchyma
pathvqa_031644,pathvqa,test,pathvqa_031644.jpg,where is this?,lung,Where,yes,breast,Symmetrical to the bottom spine,lung,D,english,A) yes B) breast C) Symmetrical to the bottom spine D) lung
pathvqa_031652,pathvqa,test,pathvqa_031652.jpg,"does this image show lung, diffuse alveolar damage?",yes,Yes/No,vasculature,yes,adrenal,hypopharynx,B,english,A) vasculature B) yes C) adrenal D) hypopharynx
pathvqa_031657,pathvqa,test,pathvqa_031657.jpg,where is this?,lung,Where,lung,yes,Chest,Lung,A,english,A) lung B) yes C) Chest D) Lung
pathvqa_031663,pathvqa,test,pathvqa_031663.jpg,is respiratory present?,yes,Yes/No,lung,no,liver,yes,D,english,A) lung B) no C) liver D) yes
pathvqa_031683,pathvqa,test,pathvqa_031683.jpg,"how many antitrypsin was talc used to sclerose emphysematous lung, alpha-deficiency?",1,How much/many,gi,due to coagulopathy disseminated intravascular coagulation dic and shock alpha-1 antitrypsin deficiency,1,Head,C,english,A) gi B) due to coagulopathy disseminated intravascular coagulation dic and shock alpha-1 antitrypsin deficiency C) 1 D) Head
pathvqa_031686,pathvqa,test,pathvqa_031686.jpg,"was macerated stillborn used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",no,Other,Left,oral,no,yes,C,english,A) Left B) oral C) no D) yes
pathvqa_031692,pathvqa,test,pathvqa_031692.jpg,"does this image show pleura, talc reaction?",yes,Yes/No,Yes,Yes,no,yes,D,english,A) Yes B) Yes C) no D) yes
pathvqa_031700,pathvqa,test,pathvqa_031700.jpg,"was coronary artery anomalous origin left from pulmonary artery used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",no,Other,2,no,white skin close-up view quite good,cardiovascular,B,english,A) 2 B) no C) white skin close-up view quite good D) cardiovascular
pathvqa_031706,pathvqa,test,pathvqa_031706.jpg,is respiratory present?,yes,Yes/No,no,endocrine system,yes,0,C,english,A) no B) endocrine system C) yes D) 0
pathvqa_031707,pathvqa,test,pathvqa_031707.jpg,is endometritis present?,no,Yes/No,no,yes,Heart,Yes,A,english,A) no B) yes C) Heart D) Yes
pathvqa_031717,pathvqa,test,pathvqa_031717.jpg,what does this image show?,lung,What,lung,malignant lymphoma,yes,no,A,english,A) lung B) malignant lymphoma C) yes D) no
pathvqa_031723,pathvqa,test,pathvqa_031723.jpg,where is this?,lung,Where,yes,no,due to vertebral column trauma,lung,D,english,A) yes B) no C) due to vertebral column trauma D) lung
pathvqa_031732,pathvqa,test,pathvqa_031732.jpg,what does this image show?,lung,What,1,small,lung,liver,C,english,A) 1 B) small C) lung D) liver
pathvqa_031736,pathvqa,test,pathvqa_031736.jpg,is respiratory present?,yes,Yes/No,due to portal hypertension from cirrhosis hcv,with typical large nodes case which may have been a t-cell lymphoma,"Right Lung, Left",yes,D,english,"A) due to portal hypertension from cirrhosis hcv B) with typical large nodes case which may have been a t-cell lymphoma C) Right Lung, Left D) yes"
pathvqa_031737,pathvqa,test,pathvqa_031737.jpg,where is this?,lung,Where,Head,Yes,Promote blood flow,lung,D,english,A) Head B) Yes C) Promote blood flow D) lung
pathvqa_031751,pathvqa,test,pathvqa_031751.jpg,where is this?,lung,Where,Yes,lung,right lower lobe,no,B,english,A) Yes B) lung C) right lower lobe D) no
pathvqa_031765,pathvqa,test,pathvqa_031765.jpg,do malignant adenoma stain?,no,Yes/No,yes,no,yes,oral,B,english,A) yes B) no C) yes D) oral
pathvqa_031766,pathvqa,test,pathvqa_031766.jpg,what is present?,respiratory,What,respiratory,oral,Chest,lesion,A,english,A) respiratory B) oral C) Chest D) lesion
pathvqa_031769,pathvqa,test,pathvqa_031769.jpg,where is this?,lung,Where,lung,2,widespread,gms granuloma due to pneumocystis aids case,A,english,A) lung B) 2 C) widespread D) gms granuloma due to pneumocystis aids case
pathvqa_031785,pathvqa,test,pathvqa_031785.jpg,where is this?,lung,Where,lung,cardiovascular,by lobulated,gastrointestinal,A,english,A) lung B) cardiovascular C) by lobulated D) gastrointestinal
pathvqa_031786,pathvqa,test,pathvqa_031786.jpg,what does this image show?,lung,What,with typical large nodes case which may have been a t-cell lymphoma,Chest,Yes,lung,D,english,A) with typical large nodes case which may have been a t-cell lymphoma B) Chest C) Yes D) lung
pathvqa_031791,pathvqa,test,pathvqa_031791.jpg,is papillary intraductal adenocarcinoma present?,no,Yes/No,cortex,no,typical excellent pinworm,the alveolar spaces,B,english,A) cortex B) no C) typical excellent pinworm D) the alveolar spaces
pathvqa_031792,pathvqa,test,pathvqa_031792.jpg,where is this?,lung,Where,lung,easily seen large lesion primary in tail of pancreas,due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery,yes,A,english,A) lung B) easily seen large lesion primary in tail of pancreas C) due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery D) yes
pathvqa_031831,pathvqa,test,pathvqa_031831.jpg,does yellow color show thermal burn?,no,Yes/No,yes,Head,no,yes,C,english,A) yes B) Head C) no D) yes
pathvqa_031833,pathvqa,test,pathvqa_031833.jpg,what burn?,thermal,What,thermal,Lung,no,no,A,english,A) thermal B) Lung C) no D) no
pathvqa_031835,pathvqa,test,pathvqa_031835.jpg,do yellow color burn?,no,Yes/No,Heart,skin,0,no,D,english,A) Heart B) skin C) 0 D) no
pathvqa_031845,pathvqa,test,pathvqa_031845.jpg,what does this image show?,close-up of bullous skin lesions and peeling of skin,What,these end components of chromosome,close-up of bullous skin lesions and peeling of skin,Right,Heart,B,english,A) these end components of chromosome B) close-up of bullous skin lesions and peeling of skin C) Right D) Heart
pathvqa_031846,pathvqa,test,pathvqa_031846.jpg,does this image show close-up of bullous skin lesions and peeling of skin?,yes,Yes/No,oral,yes,Yes,Yes,B,english,A) oral B) yes C) Yes D) Yes
pathvqa_031860,pathvqa,test,pathvqa_031860.jpg,"does ctive granulation tissue have inflammatory cell infiltrate, newly formed blood vessels and young fibrous tissue in loose matrix?",yes,Yes/No,yes,2,no,coronary artery,A,english,A) yes B) 2 C) no D) coronary artery
pathvqa_031867,pathvqa,test,pathvqa_031867.jpg,what is present?,petechiae,What,gastrointestinal,petechiae,yes,No,B,english,A) gastrointestinal B) petechiae C) yes D) No
pathvqa_031880,pathvqa,test,pathvqa_031880.jpg,how does view of thighs and legs at autopsy ecchymose?,with central necrosis,How,yes,the admixture of cells seen in the normal anterior pituitary gland,with central necrosis,adrenal gland,C,english,A) yes B) the admixture of cells seen in the normal anterior pituitary gland C) with central necrosis D) adrenal gland
pathvqa_031890,pathvqa,test,pathvqa_031890.jpg,what does this image show?,thigh at autopsy ecchymoses with necrotizing centers,What,3rd rib,Yes,Lung,thigh at autopsy ecchymoses with necrotizing centers,D,english,A) 3rd rib B) Yes C) Lung D) thigh at autopsy ecchymoses with necrotizing centers
pathvqa_031905,pathvqa,test,pathvqa_031905.jpg,what does this image show?,white skin close-up view quite good,What,No,axial,white skin close-up view quite good,no,C,english,A) No B) axial C) white skin close-up view quite good D) no
pathvqa_031930,pathvqa,test,pathvqa_031930.jpg,where is this?,skin,Where,skin,Left,hypopharynx,yes,A,english,A) skin B) Left C) hypopharynx D) yes
pathvqa_031956,pathvqa,test,pathvqa_031956.jpg,where is this?,skin,Where,no,"Colon, Small Bowel",Yes,skin,D,english,"A) no B) Colon, Small Bowel C) Yes D) skin"
pathvqa_031957,pathvqa,test,pathvqa_031957.jpg,what does this image show?,panniculitis and fascitis,What,large,urinary,panniculitis and fascitis,3,C,english,A) large B) urinary C) panniculitis and fascitis D) 3
pathvqa_031965,pathvqa,test,pathvqa_031965.jpg,where is this?,skin,Where,hemangioma,muscle,no,skin,D,english,A) hemangioma B) muscle C) no D) skin
pathvqa_031974,pathvqa,test,pathvqa_031974.jpg,does this image show organism?,yes,Yes/No,Head,hypopharynx,Brain,yes,D,english,A) Head B) hypopharynx C) Brain D) yes
pathvqa_031980,pathvqa,test,pathvqa_031980.jpg,what does this image show?,oil immersion organism very well shown,What,no,oil immersion organism very well shown,Chest,joints,B,english,A) no B) oil immersion organism very well shown C) Chest D) joints
pathvqa_032003,pathvqa,test,pathvqa_032003.jpg,where is this?,skin,Where,0,urinary,yes,skin,D,english,A) 0 B) urinary C) yes D) skin
pathvqa_032014,pathvqa,test,pathvqa_032014.jpg,where is this?,thorax,Where,due to coagulopathy disseminated intravascular coagulation dic and shock alpha-1 antitrypsin deficiency,yes,thorax,by metastatic lung carcinoma,C,english,A) due to coagulopathy disseminated intravascular coagulation dic and shock alpha-1 antitrypsin deficiency B) yes C) thorax D) by metastatic lung carcinoma
pathvqa_032028,pathvqa,test,pathvqa_032028.jpg,what is present?,thorax,What,no,No,thorax,0,C,english,A) no B) No C) thorax D) 0
pathvqa_032029,pathvqa,test,pathvqa_032029.jpg,is tuberculosis present?,no,Yes/No,yes,no,Yes,Lung,B,english,A) yes B) no C) Yes D) Lung
pathvqa_032030,pathvqa,test,pathvqa_032030.jpg,what is present?,emphysema,What,emphysema,yes,"Lung, Heart",0,A,english,"A) emphysema B) yes C) Lung, Heart D) 0"
pathvqa_032060,pathvqa,test,pathvqa_032060.jpg,what is contrasted with normal basal polarity in columnar epithelium?,microscopic appearance of loss of nuclear polarity,What,yes,due to disseminated intravascular coagulation,Right,microscopic appearance of loss of nuclear polarity,D,english,A) yes B) due to disseminated intravascular coagulation C) Right D) microscopic appearance of loss of nuclear polarity
pathvqa_032072,pathvqa,test,pathvqa_032072.jpg,what is present?,transplant acute rejection,What,transplant acute rejection,cystic lesions,Brain,lateral view of head typical example,A,english,A) transplant acute rejection B) cystic lesions C) Brain D) lateral view of head typical example
pathvqa_032085,pathvqa,test,pathvqa_032085.jpg,is multiple cysts present?,yes,Yes/No,yes,nervous,No,"Medical therapy, supportive therapy",A,english,"A) yes B) nervous C) No D) Medical therapy, supportive therapy"
pathvqa_032099,pathvqa,test,pathvqa_032099.jpg,where is this?,urinary,Where,yes,hematologic,urinary,gastrointestinal,C,english,A) yes B) hematologic C) urinary D) gastrointestinal
pathvqa_032100,pathvqa,test,pathvqa_032100.jpg,how is kidneys in situ with other organs removed demonstration of size of kidneys?,dramatic,How,dramatic,cells,one,Chest,A,english,A) dramatic B) cells C) one D) Chest
pathvqa_032139,pathvqa,test,pathvqa_032139.jpg,"does linear fracture in occiput show kidney, acute tubular necrosis?",no,Yes/No,pancreas,no,yes,with osteoclastic activity,B,english,A) pancreas B) no C) yes D) with osteoclastic activity
pathvqa_032141,pathvqa,test,pathvqa_032141.jpg,"why does this image show kidney, thickened and hyalinized basement membranes?",due to diabetes mellitus pas,Object/Condition presence,leukoplakia vocal cord,no,due to diabetes mellitus pas,pituitary,C,english,A) leukoplakia vocal cord B) no C) due to diabetes mellitus pas D) pituitary
pathvqa_032144,pathvqa,test,pathvqa_032144.jpg,"why does this image show kidney, thickened and hyalinized basement membranes?",due to diabetes mellitus pas,Object/Condition presence,Lung,yes,due to diabetes mellitus pas,breast,C,english,A) Lung B) yes C) due to diabetes mellitus pas D) breast
pathvqa_032158,pathvqa,test,pathvqa_032158.jpg,where is this?,urinary,Where,urinary,2,joints,no,A,english,A) urinary B) 2 C) joints D) no
pathvqa_032163,pathvqa,test,pathvqa_032163.jpg,where is this?,urinary,Where,urinary,no,heart,yes,A,english,A) urinary B) no C) heart D) yes
pathvqa_032165,pathvqa,test,pathvqa_032165.jpg,"does this image show kidney, adult polycystic kidney?",yes,Yes/No,metastatic carcinoma oat cell,CT,yes,Heart,C,english,A) metastatic carcinoma oat cell B) CT C) yes D) Heart
pathvqa_032166,pathvqa,test,pathvqa_032166.jpg,"does molluscum contagiosum show kidney, adult polycystic kidney?",no,Yes/No,modified silver (warthin-starry) stain,no,cervix,oral,B,english,A) modified silver (warthin-starry) stain B) no C) cervix D) oral
pathvqa_032167,pathvqa,test,pathvqa_032167.jpg,where is this?,urinary,Where,yes,no,larynx,urinary,D,english,A) yes B) no C) larynx D) urinary
pathvqa_032175,pathvqa,test,pathvqa_032175.jpg,does good example of muscle atrophy show kidney transplant rejection?,no,Yes/No,vasculature,the alveoli,no,palmar crease normal,C,english,A) vasculature B) the alveoli C) no D) palmar crease normal
pathvqa_032180,pathvqa,test,pathvqa_032180.jpg,where is this?,urinary,Where,yes,yes,urinary,areas of tissue loss and residual gliosis,C,english,A) yes B) yes C) urinary D) areas of tissue loss and residual gliosis
pathvqa_032181,pathvqa,test,pathvqa_032181.jpg,"why does this image show renal pelvis, squamous metaplasia?",due to chronic urolithiasis,Object/Condition presence,2,2,due to chronic urolithiasis,vasculature,C,english,A) 2 B) 2 C) due to chronic urolithiasis D) vasculature
pathvqa_032190,pathvqa,test,pathvqa_032190.jpg,"why does this image show renal pelvis, squamous metaplasia?",due to chronic urolithiasis,Object/Condition presence,yes,no,vasculature,due to chronic urolithiasis,D,english,A) yes B) no C) vasculature D) due to chronic urolithiasis
pathvqa_032210,pathvqa,test,pathvqa_032210.jpg,"why does this image show squamous metaplasia, renal pelvis?",due to nephrolithiasis,Object/Condition presence,yes,due to nephrolithiasis,No,gastrointestinal,B,english,A) yes B) due to nephrolithiasis C) No D) gastrointestinal
pathvqa_032219,pathvqa,test,pathvqa_032219.jpg,"why does this image show squamous metaplasia, renal pelvis?",due to nephrolithiasis,Object/Condition presence,vasculature,due to nephrolithiasis,skin,yes,B,english,A) vasculature B) due to nephrolithiasis C) skin D) yes
pathvqa_032226,pathvqa,test,pathvqa_032226.jpg,how does the viral envelope fuse with?,the plasma membrane of the host cell,How,yes,Chest,the plasma membrane of the host cell,yes,C,english,A) yes B) Chest C) the plasma membrane of the host cell D) yes
pathvqa_032230,pathvqa,test,pathvqa_032230.jpg,where is this?,urinary,Where,urinary,small,amebiasis,xray - plain film,A,english,A) urinary B) small C) amebiasis D) xray - plain film
pathvqa_032245,pathvqa,test,pathvqa_032245.jpg,what is present?,cytomegalovirus,What,gastrointestinal,cytomegalovirus,calcifications,Chest,B,english,A) gastrointestinal B) cytomegalovirus C) calcifications D) Chest
pathvqa_032270,pathvqa,test,pathvqa_032270.jpg,what is classification of chromosomes based on?,size and location centromere,What,Lung,size and location centromere,lung,Heart,B,english,A) Lung B) size and location centromere C) lung D) Heart
pathvqa_032277,pathvqa,test,pathvqa_032277.jpg,"how is the number there of malignant cells scattered singly or in small clusters having characteristic cytoplasmic vacuoles, nuclear hyperchromasia and prominent nucleoli?",large,How,joints,no,Right,large,D,english,A) joints B) no C) Right D) large
pathvqa_032282,pathvqa,test,pathvqa_032282.jpg,is there progressive condensation of the nuclear chromatin which is eventually extruded from the cell at the late erythroblast stage?,yes,Yes/No,yes,with rather obvious infiltrate,Lung,inflammatory cells in the inter-stitium and between epithelial cells of the tubules tubulitis,A,english,A) yes B) with rather obvious infiltrate C) Lung D) inflammatory cells in the inter-stitium and between epithelial cells of the tubules tubulitis
pathvqa_032292,pathvqa,test,pathvqa_032292.jpg,does examination of bone marrow aspirate show micronormoblastic erythropoiesis?,yes,Yes/No,Upper Left Lobe,skin ulceration and necrosis,No,yes,D,english,A) Upper Left Lobe B) skin ulceration and necrosis C) No D) yes
pathvqa_032293,pathvqa,test,pathvqa_032293.jpg,does the background aspirate show micronormoblastic erythropoiesis?,no,Yes/No,yes,Yes,no,gastrointestinal system,C,english,A) yes B) Yes C) no D) gastrointestinal system
pathvqa_032296,pathvqa,test,pathvqa_032296.jpg,what result in defect in anchoring of lipid bilayer of the membrane to the underlying cytoskeleton?,mutations in membrane proteins-alpha-spectrin,What,yes,gastrointestinal system,squamous cell carcinoma,mutations in membrane proteins-alpha-spectrin,D,english,A) yes B) gastrointestinal system C) squamous cell carcinoma D) mutations in membrane proteins-alpha-spectrin
pathvqa_032297,pathvqa,test,pathvqa_032297.jpg,"do mutations in membrane proteins-alpha-spectrin, beta-spectrin and ankyrin, result in defect in anchoring of lipid bilayer of the membrane to the underlying cytoskeleton?",yes,Yes/No,Black,female reproductive system,Brain,yes,D,english,A) Black B) female reproductive system C) Brain D) yes
pathvqa_032300,pathvqa,test,pathvqa_032300.jpg,"how is reversible injury considered to do if the injurious stimulus is not removed, by convention?",culminate in necrosis,How,"Medical treatment, supportive treatment, surgical treatment",culminate in necrosis,no,Yes,B,english,"A) Medical treatment, supportive treatment, surgical treatment B) culminate in necrosis C) no D) Yes"
pathvqa_032356,pathvqa,test,pathvqa_032356.jpg,"what are characteristically seen with, but not limited to, constitutional chromosomal anomalies such as 45, x karyotypes?",cystic hygromas,What,irregular,no,thymus,cystic hygromas,D,english,A) irregular B) no C) thymus D) cystic hygromas
pathvqa_032416,pathvqa,test,pathvqa_032416.jpg,are inflammatory changes conspicuously absent?,yes,Yes/No,lung,no,pancreas,yes,D,english,A) lung B) no C) pancreas D) yes
pathvqa_032426,pathvqa,test,pathvqa_032426.jpg,is muscularis also partly affected?,yes,Yes/No,No,yes,No,Yes,B,english,A) No B) yes C) No D) Yes
pathvqa_032459,pathvqa,test,pathvqa_032459.jpg,how many strictures does the lumen show?,two,How much/many,yes,2,yes,two,D,english,A) yes B) 2 C) yes D) two
pathvqa_032472,pathvqa,test,pathvqa_032472.jpg,did onsumption of tobacco in india open appendix showing impacted faecolith in the lumen and exudate on the serosa?,no,Modality,lung,no,right hemisphere,2,B,english,A) lung B) no C) right hemisphere D) 2
pathvqa_032476,pathvqa,test,pathvqa_032476.jpg,are the tiny silica particles indicative of more severe liver cell injury?,no,Yes/No,2,gastrointestinal,no,due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery,C,english,A) 2 B) gastrointestinal C) no D) due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery
pathvqa_032480,pathvqa,test,pathvqa_032480.jpg,is mild degree of liver cell necrosis seen as ballooning degeneration while acidophilic councilman bodies are indicative of more severe liver cell injury?,yes,Yes/No,endocrine,yes,female reproductive system,tissue factor,B,english,A) endocrine B) yes C) female reproductive system D) tissue factor
pathvqa_032483,pathvqa,test,pathvqa_032483.jpg,"there is wiping out of liver lobules with only collapsed reticulin framework left out in whose place , high lighted by reticulin stain right photomicrograph?",their,Other,No,no,their,left kidney,C,english,A) No B) no C) their D) left kidney
pathvqa_032494,pathvqa,test,pathvqa_032494.jpg,how many layers does microscopy show?,three,How much/many,yes,three,Yes,pulmonary,B,english,A) yes B) three C) Yes D) pulmonary
